bgg_id,primary_name,all_names,year,description,min_players,max_players,playing_time,min_play_time,max_play_time,min_age,categories,mechanics,families,designers,artists,publishers,bgg_rank,average_rating,bayes_average,users_rated,weight,owned
13,CATAN,CATAN; Catan; Catan (Колонизаторы); Catan telepesei; Catan: Das Spiel; Catan: Die Bordspel; Catan: El Juego; Catan: Gra planszowa; Catan: Il Gioco; Catan: Landnemarnir; Catan: O Jogo; Catan: Osnovna igra; Catan: Základní hra; Catane; Catanin Uudisasukkaat; I Coloni di Catan; I Coloni di Katan; Coloniștii din Catan; Colonizadores de Catan; Los Colonos de Catán; Les Colons de Catane; Les Colons de Katane; Os Descobridores de Catan; Los Descubridores de Catán; Els Colons de Catan; Katan; Katan no Kaitakusya; Katanas ieceïotâji; Katanas Ieceļotāji; Katani Asustajad; Katano salos naujakuriai; Katano Salos Naujakuriai; De Kolonisten van Catan; Naseljenci otoka Catan; Naseljenici ostrva Katan; Naseljenici ostrva Katan / Насељеници острва Катан; Naseljenici Otoka Catan; Die Ontdekkers van Catan; Osadníci z Katanu; Osadnicy z Catanu; The Settlers; Settlers fra Catan; The Settlers fra Catan; Settlers från Catan; The Settlers från Catan; The Settlers of Catan; Die Siedler von Catan; World's Smallest CATAN; Οι Άποικοι του Κατάν; Заселниците на Катан; Катан; Колонизаторы; המתיישבים של קטאן; นักบุกเบิกแห่ง Catan; カタンの開拓者; カタンの開拓者たち; カタンの開拓者たち スタンダード版; 卡坦 : 基礎; 卡坦岛; 卡坦島; 카탄; 카탄: 보드게임의 제왕; 카탄의 개척자,1995,"In CATAN (formerly The Settlers of Catan), players try to be the dominant force on the island of Catan by building settlements, cities and roads. On each turn dice are rolled to determine which resources the island produces. Players build structures by 'spending' resources (sheep, wheat, wood, brick and ore) which are represented by the relevant resource cards; each land type, with the exception of the unproductive desert, produces a specific resource: hills produce brick, forests produce wood, ...",3,4,120,60,120,10,Economic; Negotiation,Chaining; Dice Rolling; Hand Management; Hexagon Grid; Hidden Victory Points; Income; Market; Modular Board; Network and Route Building; Race; Random Production; Take That; Trading; Variable Set-up,Animals: Sheep; Components: Hexagonal Tiles; Components: HexHex3 Grids; Components: Wooden pieces & boards; Digital Implementations: Board Game Arena; Digital Implementations: BrettspielWelt; Digital Implementations: Screentop.gg; Digital Implementations: Steam; Game: Catan; Islands: Fictional; Misc: BGG Hall of Fame; Misc: Dice Tower Hall of Fame; Misc: Watch It Played How To Videos; Promotional: Board Games; Series: World's Smallest (Super Impulse); Theme: Colonial,Klaus Teuber,Volkan Baga; Tanja Donner; Pete Fenlon; Jason Hawkins; Eric Hibbeler; Michaela Kienle; Andreas Klober; Harald Lieske; Michael Menzel; Marion Pott; Quentin Regnes; Andreas Resch; Matt Schwabel; Franz Vohwinkel; Stephen Graham Walsh,"KOSMOS; 64 Ounce Games; 999 Games; Albi; asmodee; Astrel Games; BGA Plus; Brain Games; Broadway Toys LTD; Capcom Co., Ltd.; Catan Studio; Competo / Marektoy; danspil; Descartes Editeur; Devir; Dexy Co; Enigma (Bergsala Enigma); Eurogames; Filosofia Éditions; Galakta; Giochi Uniti; GP Games; Grow Jogos e Brinquedos; HaKubia; Hanayama; Hobby World; Ideal Board Games; Igroljub; IntelliGames.BG; Ísöld ehf.; Kaissa Chess & Games; Korea Boardgames; L&M Games; Laser plus; Lautapelit.fi; Logojogos; Mayfair Games; MIPL; NeoTroy Games; Ninive Games; Paper Iyagi; Piatnik; Rozum; Smart Ltd; Spilbræt.dk; Stupor Mundi; Super Impulse; SuperHeated Neurons; Swan Panasia Co., Ltd.; Tilsit; Top Toys; TRY SOFT; Vennerød Forlag AS",593,7.09232,6.91037,135782,2.2867,225463
130240,Monopoly Millionaire,Monopoly Millionaire; Monoply Millonario; Monopoly Miljonair; Monopoly Milliomos; Monopoly Millionär; Monopoly Εκατομμυριούχος; Монополия Миллионер; 모노폴리: 밀리어네어,2012,"It's Monopoly, but it's not!  Here are some ways that it is different:&#10;&#10;1) You win when you have $1 million in cash.&#10;2) You can upgrade your playing piece to have a better chance of winning.  (Your salary for passing Go is bumped up, and you can potentially make more money from the Chance/Millionaire Lifestyle cards.)&#10;3) Property spaces start with Fortune cards on them. (These allow you to build houses for free, force you to auction a property, or even allow you to steal properti...",2,4,60,60,60,8,Dice; Economic; Negotiation,Auction / Bidding; Roll / Spin and Move; Set Collection; Trading,Game: Monopoly (Official),(Uncredited),(Uncredited),Hasbro; Korea Boardgames,28231,5.14866,5.44751,355,1.8462,1174
130680,iKNOW,iKNOW; Ég veit; iKNOW: Deutcshland; iKNOW: France; iKNOW: Latvija; iKNOW: Lietuva; iKNOW: Magyarország; iKNOW: Polska; iKNOW: Suomi,2012,"In the trivia game iKNOW, you get to test what other players know while trying to score for yourself. The game includes 1,600 questions in four categories, and each question comes with three hints at three levels of difficulty that reveal the answer piece by piece. Do you think you'll know the answer first &ndash; or should you let other players give the question a try?&#10;&#10;iKNOW also includes a betting element that gives you a chance to win no matter how much &ndash; or how little &ndash; ...",2,6,60,60,60,15,Card Game; Party Game; Trivia,Betting and Bluffing,Game: iKnow,,,Albi; Reflexshop; Tactic,4697,6.36304,5.79096,1356,1.4167,2319
131367,Volu Puzzle: Drôles D'Animaux – Funny Animals,Volu Puzzle: Drôles D'Animaux – Funny Animals; Animales divertidos; Lustige Tiere,0,"6 Funny animal Stories to put together: puzzles for young children.&#10;This puzzle contains 6 small puzzles whose pieces fit together to create animals in three dimensions.&#10;After building these six funny animals, children can have fun with and tell fantastic stories!&#10;Tha small pieces can be put in to a bag, each body handled to the players. Then the pieces get out of the bag, and the first to finish the animal or animals wins.&#10;&#10;",1,6,0,0,0,4,Animals; Children's Game; Humor; Puzzle,Pattern Building,,Eric Héliot,Eric Héliot,Djeco,,5,0,1,0,3
131484,Hoppa Galoppa,"Hoppa Galoppa; ¡Salta, salta, poni mío!; Crazy Colts; Pony jumping; Salta, cavallino, salta!; Saute, petit poney!; Villit varsat",2012,"Game description from the publisher:&#10;&#10;The four colts are real little daredevils but are also best friends. Always out and about, they are often up to something. What they like doing most is seeing who is the quickest amongst them. No hurdle is too high, no ditch is too wide for them to jump over. Which little daredevil will show his best performance today?&#10;&#10;In Crazy Colts, players lay out an obstacle course with hurdles in different colors. Depending on the color of the dice, you...",2,4,10,10,10,4,Animals; Children's Game,,Animals: Horses; Sports: Equestrian,Heinz Meister,Iris Rossbach,HABA,24340,5.45571,5.49885,42,1,68
133337,Bezzerwizzer Mini,Bezzerwizzer Mini; Bezzerwizzer Mini Familj; Bezzerwizzer Mini: Året der gik 2012; Bezzerwizzer Mini: Året der gik 2013; Bezzerwizzer Mini: Året der gik 2014; Bezzerwizzer Mini: Året der gik 2015; Bezzerwizzer Mini: Året der gik 2017; Bezzerwizzer mini: Året som gått 2013; Bezzerwizzer Mini: Familie,2011,"Equipped with new questions and a lightning fast way of playing, Bezzerwizzer Mini is the latest addition to Bezzerwizzer series.&#10;&#10;All players answer the same four questions during the game. Answers are written down. After that players will bid one to four points on their answers, each number once. Answers are checked and players score the bid points if they answered correctly. Double points are awarded for being a bezzerwizzer i.e. knowing an answer no one else knew.&#10;&#10;Game conta...",2,0,5,5,5,15,Trivia,,Game: Bezzerwizzer,Jesper Bülow,(Uncredited),Bezzerwizzer ApS (Bezzerwizzer Studio),23341,5.56875,5.50296,96,1.4444,245
133473,Sushi Go!,Sushi Go!; Суши карты; Суші? Так!; סושי Go!; 迴轉壽司; 초밥왕,2013,"In the super-fast sushi card game Sushi Go!, you are eating at a sushi restaurant and trying to grab the best combination of sushi dishes as they whiz by. Score points for collecting the most sushi rolls or making a full set of sashimi. Dip your favorite nigiri in wasabi to triple its value! And once you've eaten it all, finish your meal with all the pudding you've got! But be careful which sushi you allow your friends to take; it might be just what they need to beat you!&#10;&#10;Sushi Go! take...",2,5,15,15,15,8,Card Game; Party Game,Closed Drafting; End Game Bonuses; Hand Management; Score-and-Reset Game; Set Collection; Simultaneous Action Selection,Containers: Tin/Metal Box; Country: Japan; Crowdfunding: Indiegogo; Digital Implementations: Board Game Arena; Digital Implementations: Boardible (Mobile); Food & Drink: Sushi; Game: Sushi Go!; Theme: Food / Cooking,Phil Walker-Harding,Nan Rangsima; Tobias Schweiger; Phil Walker-Harding,"Adventureland Games; Gamewright; ADC Blackfire Entertainment; asmodee; AURUM, Inc.; Brain Games; Cocktail Games; Devir; Feelindigo; FoxMind Israel; Gameland 游戏大陆; Hemz Universal Games Co. Ltd.; Kaissa Chess & Games; Kanga Games; Lautapelit.fi; Lifestyle Boardgames Ltd; MIPL; NeoTroy Games; Rebel Sp. z o.o.; Reflexshop; uplay.it edizioni; White Goblin Games; Zoch Verlag",633,6.99055,6.8792,50047,1.1638,92402
133687,MimiQ,MimiQ; Farm MimiQ; MimiQ Education; MimiQ Farm,2011,"Publisher's description:&#10;Super fun educational mim IQ game. Using facial expressions, ask for cards from your opponents. Don&rsquo;t have the card you're asked for? Stick out your tongue. Win cards from your opponents by &quot;MimiQ-ing&quot; the faces on the playing cards. When you have 3 identical cards, you have a trump. When all the cards in the deck are used up, the player with the most trumps is the winner.&#10;&#10;",2,4,10,10,10,4,Children's Game,Acting; Set Collection,,Freddy Andersen; Kristian Dreinø,(Uncredited),999 Games; Cartamundi; Competo / Marektoy; Dr. Wood Challenge Centre; Four Esses; France Cartes; GameBrotherZ; Lúdilo,26837,5.20231,5.48292,121,1,376
13373,Choco,Choco; Critter In The Candy; 초코,1977,"A childrens' game where two players take turns picking one of many (plastic) chocolate-covered candies hoping not to find &quot;the critter in the candy.&quot; Before the game, all of the candies are turned right-side up and mixed around randomly. All of the candies have a picture of a cherry or a peanut on the bottom, except for one. One of the candies has a bug (the &quot;Critter&quot;). Each player in turn pops the &quot;Pop-O-Matic&quot; and then tries to select a matching candy (either pean...",2,4,25,25,25,3,Animals; Children's Game; Dice; Memory,Dice Rolling; Memory; Pattern Recognition,Components: Pop-O-Matic; Food & Drink: Chocolate; Theme: Food / Cooking,(Uncredited),Jussi Wallenius,Gabriel; Nelospelit; Nelostuote Oy; Saenggak Plus Edu; Tactic,28378,4.54812,5.43257,149,1,159
134453,The Little Prince: Make Me a Planet,The Little Prince: Make Me a Planet; A kis herceg-Az én kis bolygóm; Der Kleine Prinz: Mein Zuhause ist zu klein; Mały Książę: Stwórz mi planetę; Malý princ: Udělej mi planetu!; Malý princ: Udělej mi planetu!; Micul Print: Fa-mi o Planeta; O Pequeno Príncipe: Faça um Planeta; Le Petit Prince: Fabrique-moi une planète; El Petit Príncep: fes-me un planeta; Il Piccolo Principe: Costruiscimi un Pianeta; Pikku Prinssi: Tee minulle planeetta; El Principito: hazme un planeta; Printze Txikia: egin iezadazu planeta bat; Ο μικρός Πρίγκιπας: Φτιάξε μου ένα πλανήτη; Маленький принц: створи планету для мене!; Маленький принц. Построй для меня Планету; 小王子: 給我一個星球; 星の王子さま：ボードゲーム; 어린 왕자: 나만의 행성을 만들어요!,2013,"In The Little Prince: Make Me a Planet, each player will build his own planet to provide a beautiful home for the dear animals of The Little Prince &ndash; the fox, the sheep, the elephant and the snake &ndash; but make sure there aren't too many volcanoes and baobab trees!&#10;&#10;Each round, the start player chooses one of the four stacks of tiles and takes as many tiles as the number of players. He chooses one of them and appoints a different player to choose another tile. This new player ta...",2,5,25,25,25,8,Novel-based; Territory Building,Open Drafting; Set Collection,Books: The Little Prince; Components: 4 x 4 Grids,Antoine Bauza; Bruno Cathala,Antoine de Saint-Exupéry,Ludonaute; asmodee; Asterion Press; Broadway Toys LTD; Gém Klub Kft.; Happy Baobab; Heidelberger Spieleverlag; Hobby Japan; Kaissa Chess & Games; Lautapelit.fi; Lex Games; Lifestyle Boardgames Ltd; MeepleBR; Moonster Games; Rebel Sp. z o.o.; REXhry; Ігромаг,1599,6.88664,6.36698,3925,1.5691,5086
13447,Harry Potter and the Sorcerer's Stone The Game,Harry Potter and the Sorcerer's Stone The Game; Harry Potter και Φιλοσοφική Λίθος: Μυστήριο στο Χόγκουαρτς,2000,"From the box:&#10;&#10;&quot;Now you can face the challenges Harry faced at Hogwart's in search of the Sorcerer's Stone.&#10;&#10;Contents: &#10;&bull;6 10&quot;x10&quot; Game Boards&#10;&bull;3 Card Decks&#10;&bull;117 Tokens&#10;&bull;Double-Sided Spinner with Arrow&#10;&bull;4 Playing Pieces with Stands&#10;&bull;Instruction Booklet&quot;&#10;&#10;From the Instruction Booklet:&#10;&quot;This game features six challenges. Each of these challenges is an individual game, with its own rules. Thes...",2,4,0,0,0,8,Abstract Strategy; Children's Game; Fantasy; Movies / TV / Radio theme; Novel-based,,Books: Harry Potter,(Uncredited),,"Mattel, Inc.; University Games",28229,3.78038,5.44764,78,2.2857,328
134724,World Wide Hockey,World Wide Hockey,2012,"Ice Hockey themed game for two players.&#10;&#10;The play consists of players forming teams of three attackers, two defenders and a goalie from cards of values 1 to 12, rookie, golden helmet, captain and special referee cards, and then trying to break through the opposing players defenses by playing higher or equal cards than the defender. After three periods the player who scored the most goals wins.&#10;&#10;Includes a game board, a scoreboard, 185 playing cards and a set of rules.&#10;&#10;",2,2,30,30,30,7,Card Game; Sports,,Country: Finland; Players: Two-Player Only Games; Sports: Ice Hockey,,Avalon,HoJo Productions Oy,,4.64286,0,7,1,11
136243,Joylings,Joylings; Лошадки,2013,"A long mane, a soft nose, and a warm look &ndash; every little girl dreams of having her own horse. With Joylings, horse lovers both big and small get a full herd of their favorite animal. Discover the world of horses with two different game variations.&#10;&#10;In &quot;Cross Country&quot; players ride across the fields, collecting prize chips in six different categories. Which horse jumps highest? Which one gallops fastest? And which one has the longest mane? When playing the &quot;Birthday Pa...",2,4,20,20,20,5,Children's Game,,Animals: Horses; Sports: Equestrian,Aima Rendtorff Jasper,Uffe Thorsen (II),HUCH!; Zvezda,,4.91875,0,16,1,15
1406,Monopoly,"Monopoly; Ålborg på spil; Banco Imobiliário; Banco Imobiliário Brasil; Banco Imobiliário Mundo; Banco Imobiliário: Luxo; Beuru Mabeul; Cờ Phú Ông; Cờ Tỷ Phú; Compact Monopoly; Deluxe Monopoly; La Gran Capital; Gute Reise Monopoly; Kleppspelet; Metropoli; Millionær; Millionaire; Monopol; Monopol; Monopol de Luxe; Monopol De Luxe; Monopoli; Monopoli: Edizione Europea; Monopoli: Nopean sijoittajan kiinteistöpeli; Monopolio; Monopoly (Madrid/Barcelona); Monopoly 60; Monopoly Edición Limitada (caja de madera); Monopoly Heute 2006; Monopoly houten editie; Monopoly Θησαυροι της Ελλαδας; Monopoly: 1935 Deluxe; Monopoly: 1935 Retro; Monopoly: 25th Anniversary; Monopoly: 50th Anniversary Edition; Monopoly: 60th Anniversary Edition (1935–1995); Monopoly: 65th Anniversary 1935-2000; Monopoly: 70ste verjaardagseditie; Monopoly: 70th Anniversary Edition; Monopoly: 80th anniversary edition 1935–2015; Monopoly: 85th Anniversary Edition; Monopoly: Das berühmte Gesellschaftsspiel; Monopoly: Das berühmte Gesellschaftsspiel, Österreich Ausgabe; Monopoly: Deluxe Anniversary Edition; Monopoly: Edizione Nostalgia; Monopoly: General Mills Collector's Edition; Monopoly: Greek Nostalgia Wooden Edition; Monopoly: Hið heimsfræga spil um fasteignaviðskipti; Monopoly: KeyChain Edition; Monopoly: Lietuva; Monopoly: Nostalgia Tin BoxEdition; Monopoly: Nostalgia Wooden Box; Monopoly: Philadelphia Edition; Monopoly: Premier 70th Anniversary Edition; Monopoly: Replik der deutschen Ausgabe von 1936; Monopoly: South African Edition; Monopoly: Standard Tunisian; Monopoly: Swedish; Monopoly: Swiss Edition; Monopoly: The Original; Monopoly: Token Madness; Monopoly: Νοσταλγία; Mr. Paploo Millioner; Orkdalspillet; Sandnesspillet; Stavangerspillet; World's Smallest Monopoly; World's Smallest Monopoly; Μονοπώλιο; Монополия; Москва; מונופול; מונופול קלאסי; モノポリー; 大富翁/强手棋; 모노폴리; 모노폴리 넘버 원; 모노폴리 클래식",1935,"Theme&#10;Players take the part of land owners, attempting to buy and then develop their land. Income is gained by other players visiting their properties and money is spent when they visit properties belonging to other players. When times get tough, players may have to mortgage their properties to raise cash for fines, taxes and other misfortunes.&#10;&#10;Gameplay&#10;On their turn, a player rolls two dice and moves that number of spaces around the board. If the player lands on an as-yet-unown...",2,8,180,60,180,8,Economic,Auction / Bidding; Auction: English; Income; Loans; Lose a Turn; Ownership; Player Elimination; Roll / Spin and Move; Set Collection; Track Movement; Trading,"Brands: Groceries; Cities: Atlantic City (New Jersey, USA); Cities: Reykjavík (Iceland); Components: 11 x 11 Grids; Components: Scoring pad; Containers: Tin/Metal Box; Country: Poland; Country: Spain; Country: Sweden; Country: Switzerland; Game: Monopoly (Official); Mechanic: Circuit-Based Trading Games; Misc: Dice Tower Hall of Fame; Misc: Watch It Played How To Videos; Promotional: Board Games; Series: De Efteling; Series: Monopoly Derivatives (Official); Series: Monopoly Villes et Régions; Series: Monopoly-Like; Series: Nostalgia (Hasbro); Series: World's Smallest (Super Impulse); States: New Jersey; Theme: Cereal Games",Charles Darrow; Elizabeth J. Magie (Phillips),(Uncredited); Charles Darrow; Edison Girard,"Parker Brothers; (Self-Published); (Unknown); A. F. Tompson & Son Ltd.; Åhlén & Åkerlund; Alga; Altap; ASS Altenburger Spielkarten; Aurimagic; Barnes & Noble; Borras Plana S.A.; Brohm-Parker-Spiele; Carlit; Clipper; deSka; Editrice Giochi; Edwards Dunlop And Company Limited; Epoch Co., Ltd.; Estrela; Franz Schmidt; Funskool Games; General Mills; Globetrade; Hanayama; Hasbro; Inspiration tv network; JinLiLai; John Sands Pty Ltd; John Waddington Ltd.; Kasco Industries; Klee; Kod Kod; Korea Boardgames; Kuvataide; Leaping Dog; Majora; Manhattan Agencies; MB Juegos; Metrotoy; MIKA; Miro Company; N.W. Damm & Søn (Damm); NeoTroy Games; Nilco S.A.; Nýja leikfangagerðin; The Op Games; Oy Fenno-Alga Ab; PanGraf; Parker Spiele; Remoundo; Schmidt Spiele; Schtelber; Smeets & Schippers; Super Impulse; The Swan Press Limited, Johannesburg; Tilsit; Toltoys; Tomy; Tomy Company, Ltd. (Takara Tomy); Waddingtons; Winning Moves Games (USA); Winning Solutions (WS Game Company); Zontik Games",28765,4.3637,4.29171,38131,1.6243,56452
1410,Trouble,Trouble; ¡Perdición!; 4 In Je Huisje; Angry Birds: Space Race; Barbie: Pop-Up Game; Barbie: The Pearl Princess; Bonds et rebonds; Caillou: Discovery – A Frustration Game; Charlie's Angels: Juego de Ludo; Disney Pop Up Game; Disney Princess Pop-Up Game; Disney Princess: Pop up Game; Dora the Explorer: Discovery Game; Double Trouble; Frozen: Olaf's in Trouble Game; Frustration; Frustration!; Frustration!: Despicable Me; Glücksspiel; Griniaris; Happy Feet Two: Pop 'N' Race; Harry Potter: Trimágus tusa; Harry Potter: Triwizard Maze Game; Hello Kitty: Pop-Up Game; Hyppis; Jungle Ludo; Kimble; Kimble; Kimble: Dinosaur Train; Kimble: Dora; Kimble: Go Diego Go!; Kimble: Pikku-Orava; Kimble: Winnie the Pooh; Lalaloopsy: Pop-Up Game; Lalaloopsy: Push My Buttons; Let My People Go!; Ludo; Ludo Matic; Ludo: Rasmus Klump; Mini Pop Up Game: Cars; Miraculous Pop Race; Mumin: Syltfia; Muumi: Hillopeli; Noppaloikka; On the Bubble; Paw Patrol: Popper Jr. Game; Pop 'N' Dash; Pop 'n' Hop; Pop 'N' Race; Pop N Hop; Pop N' Hop; Pop! the Pig: Pop 'N' Race; Popper Magic; Shopkins: Pop 'N' Race; The Smurfs: Pop 'N' Race; Teenage Mutant Ninja Turtles Pop-Up Game; Thomas & Friends Pop-Up Game; Travel Frustration; Travel Trouble; Trouble; Trouble Grab & Go; Trouble: Bluey; Trouble: Cars 2; Trouble: Cars 3; Trouble: Despicable Me; Trouble: Grab & Go Star Wars; Trouble: Marvel Avengers; Trouble: Netflix Super Monsters; Trouble: Sonic the Hedgehog; Trouble: Star Wars The Mandalorian; Trouble: Trolls; Trouble: Trolls World Tour; Under the Sea Ludo; Wer zuletzt lacht; World's Smallest Trouble; Αγωνία; 좀비 킴블,1965,"This is the game with the Pop-O-Matic dice roller.  It's a simplified Pachisi variant in which only one die is rolled per turn.&#10;&#10;The game is abstract, each player has set of pawns of his color. Each turn player rolls a die using the Pop-O-Matic and selects one of his pawns to move. Pawns can enter the track from Home base only on a roll of six. Each pawn needs to travel around the board and finish on the Finish lane. If pawn of another player is bumped, the bumped pawn is returned to hom...",2,4,45,45,45,4,Children's Game; Religious,Race; Roll / Spin and Move,"Traditional Games: Pachisi / Ludo; Animals: Bears; Animals: Birds; Animals: Cats; Animals: Dinosaurs; Animals: Dogs; Animals: Hedgehogs / Porcupines; Animals: Penguins; Animals: Pigs; Animals: Turtles; Books: Harry Potter; Books: Winnie the Pooh; Brands: Disney; Characters: Caillou; Characters: Hello Kitty; Characters: Minions; Characters: Moomins; Characters: Smurfs; Comic Books: Marvel Universe; Comic Books: Teenage Mutant Ninja Turtles; Components: Magnets; Components: Pop-O-Matic; Creatures: Trolls; Movies: Cars; Movies: DreamWorks Animation; Movies: Frozen; Movies: Pixar; Movies: Star Wars; Movies: Toy Story; Religious: Christianity; Religious: Judaism; Religious: The Bible; Series: World's Smallest (Super Impulse); Theme: Dolls; Theme: TV Detectives; Theme: Under the Sea; Toys: Barbie; Toys: Lalaloopsy; Toys: Shopkins; TV Shows: Bluey; TV Shows: Charlie's Angels; TV Shows: Dinosaur Train; TV Shows: Dora the Explorer; TV Shows: Go, Diego, Go!; TV Shows: Little Einsteins; TV Shows: Paw Patrol; TV Shows: Thomas the Tank Engine; Video Game Theme: Angry Birds; Video Game Theme: Sonic the Hedgehog",Frank Kohner; Paul Kohner; Fred Kroll,(Uncredited); Peyo,"(Unknown); Amuze; Anker Play Products; The Canadian Group; Cardinal; Cayro, The Games; Cookie Jar Entertainment; Danawares; Dedimi; Disney/Pixar; DreamWorks; Egmont Litas; Falcon Games (I); Feva (UK) Ltd.; Forever Clever; Fundex; Gabriel; Goliath Games; Grafix Travel Games; Habano-Trisma S.A.; Hasbro; Humbert & Brandt GmbH; IRWIN Games; Irwin Toy Ltd.; Just Play; Kohner Bros.; MB Giochi; Milton Bradley; Mountains China Co. Ltd.; Nelospelit; Nelostuote Oy; Pavilion; Peliko Oy; Peter Pan Playthings; Pressman Toy Corp.; Reflexshop; Rite Lite Ltd.; Saenggak Plus Edu; Sambro; Spear's Games; Super Impulse; Tactic; Tiimari; Walt Disney Productions (Disney); Winning Moves Games (USA); ZagPlay",28764,3.86189,4.3539,4425,1.0692,7791
142057,Carcassonne Big Box,Carcassonne Big Box,2006,"Carcassonne is a tile-placement game in which the players draw and place a tile with a piece of southern French landscape on it. The tile might feature a city, a road, a cloister, grassland or some combination thereof, and it must be placed adjacent to tiles that have already been played, in such a way that cities are connected to cities, roads to roads, etcetera. Having placed a tile, the player can then decide to place one of his meeples on one of the areas on it: on the city as a knight, on t...",2,6,45,35,45,7,City Building; Medieval,Area Majority / Influence; Tile Placement,Game: Carcassonne; Versions & Editions: Big Box Versions of Individual Games,Klaus-Jürgen Wrede,Doris Matthäus,Hans im Glück; Rio Grande Games,,7.56541,6.20609,1258,2.2778,3779
142399,Memo,Memo,0,"From box bottom:&#10;Here is a chance to test your memory!  The object of the game is to find the 15 numbers, starting with No. 1 and continuing through in sequence to No. 15.  To start: all the counters are placed face down on the board.  In turn, lift a counter and check the number on the bottom.  If it is not number 1, replace it, trying to to memorize the numbers and positions of replaced counters.  Then try to find nr. 2, and so on.  When the counters are found in the correct order, they ar...",1,2,0,0,0,8,Memory,Memory,,,,Invicta Games,,4.5,0,4,0,10
14383,Wonders of the World,Wonders of the World; 7 Pasaulio Stebuklai; Maailma Imed; Maailman Ihmeet; Minunile lumii; Verdens Underverker; Verdens Vidundere; Чудеса света,2004,From the publisher's web site:&#10;&#10;&quot;How well do you know all the Wonders of the World? With this game you get to travel around the world and see many wonderful and breathtaking human accomplishments and natural monuments. The game contains sights that are known by everybody and also more unfamiliar wonders in the furthest corners of the world.&#10;&#10;You will be asked interesting questions about different sights and by knowing or guessing correctly you will receive a piece in your 6-...,2,6,30,30,30,12,Educational; Travel; Trivia,Dice Rolling; Point to Point Movement; Roll / Spin and Move,,(Uncredited),Jussi Wallenius,Alary Games; Tactic,27965,4.3872,5.46119,82,1.3333,130
144588,Puzzle Battle,Puzzle Battle; Puzzle Battle: Jungle; Puzzle Battle: Pirates; Puzzle Battle: Princess,2012,The object of the game is to be the first to complete the puzzle.&#10;&#10;There are two similar puzzles for both players but beware although the puzzles seems to be identical all pieces fit only one of the puzzles.&#10;&#10;,2,2,15,15,15,5,Children's Game; Puzzle; Real-time,,Players: Two-Player Only Games,Pierre Burtel,Cyril Bouquet,Blue Orange Games; Editions RoseBud; Lautapelit.fi; Vennerød Forlag AS,,5.13889,0,18,1,48
145325,,,,,,,,,,,,,,,,,,,,,,
14682,Four Seasons,Four Seasons; 4 årstider; De 4 årstiderna; 4 Jahreszeiten; 4 vuodenaikaa; Les Quatre Saisons,1987,Children's variant of Pachisi/Ludo. Players roll a die that shows 6 different symbols and move one of their figures to the next position on the board which shows the same symbol. The board depicts a tree that changes its appearance during the four seasons (4 Jahreszeiten).&#10;&#10;,2,4,0,0,0,4,Children's Game; Dice,Roll / Spin and Move,Traditional Games: Pachisi / Ludo,Andrea Makus,Horst Laupheimer,Otto Maier Verlag; Ravensburger,,4.65625,0,16,1,55
147151,Concept,Concept; Concept Χωρίς λόγια; Koncept; Концепт; Концепт; コンセプト; 語破天機; 콘셉트,2013,"In Concept, your goal is to guess words through the association of icons. A team of two players &ndash; neighbors at the table &ndash; choose a word or phrase that the other players need to guess. Acting together, this team places pieces judiciously on the available icons on the game board.&#10;&#10;To get others to guess &quot;milk&quot;, for example, the team might place the question mark icon (which signifies the main concept) on the liquid icon, then cubes of this color on the icons for &quo...",4,12,40,40,40,10,Deduction; Party Game; Word Game,Communication Limits; Race; Team-Based Game,Digital Implementations: Board Game Arena; Mechanism: Give a Clue / Get a Clue; Organizations: Forgenext,Gaëtan Beaujannot; Alain Rivollet,Éric Azagury; Cédric Chevalier,Repos Production; ADC Blackfire Entertainment; asmodee; Asterion Press; Galápagos Jogos; Gém Klub Kft.; Hobby Japan; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Lifestyle Boardgames Ltd; Rebel Sp. z o.o.; Rozum; Sombreros Production,1072,6.75076,6.59223,21381,1.3797,35696
147303,Carcassonne: South Seas,Carcassonne: South Seas; Carcassonne: Déltenger; Carcassonne: Etelämeri; Carcassonne: Mares del Sur; Carcassonne: Mares do Sul; Carcassonne: Mari del Sud; Carcassonne: Mers du Sud; Carcassonne: Stille Zuidzee; Carcassonne: Südsee; Каркассон: Южные Моря,2013,"Carcassonne: South Seas keeps the familiar tile-laying gameplay of the original Carcassonne, with players adding a tile to the playing area each round and optionally placing a token on the tile to claim ownership of...something. Instead of the familiar cities, roads and farms, however, players in Carcassonne: South Seas use their meeples to gather bananas, shellfish and fish, then ship those goods to traders in exchange for points.&#10;&#10;Carcassonne: South Seas is the first game of a new seri...",2,5,35,35,35,8,Economic; Nautical,Area Majority / Influence; Set Collection; Tile Placement,Digital Implementations: Yucata; Game: Carcassonne; Series: Carcassonne Around the World; Theme: Seashells; Theme: Tropical; Theme: Tropical Islands,Klaus-Jürgen Wrede,Harald Lieske; Dennis Lohausen; Christof Tisch,Hans im Glück; 999 Games; Devir; Enigma (Bergsala Enigma); Filosofia Éditions; Giochi Uniti; Hobby World; Lautapelit.fi; Piatnik; Z-Man Games,1451,7.05869,6.42621,3530,1.8816,5703
